product_id,name,category,price
97,Prepare,Clothing,968.39
98,Nor,Electronics,210.51
99,Politics,Electronics,516.04
100,Media,Clothing,661.33
101,Level,Clothing,920.86
102,Ok,Furniture,656.05
103,Each,Electronics,749.66
104,Half,Sports,491.75
105,Up,Clothing,567.8
106,The,Electronics,752.16
107,Return,Furniture,809.75
108,Air,Electronics,225.92
109,Up,Clothing,34.35
110,Quickly,Furniture,872.17
111,Next,Clothing,607.92
112,Church,Clothing,363.45
113,Sport,Clothing,286.17
114,Speech,Furniture,241.18
115,Group,Electronics,909.56
116,Way,Electronics,316.96
117,Carry,Sports,751.83
118,Feel,Clothing,649.46
119,Particularly,Sports,56.62
120,Company,Furniture,805.4
121,Provide,Sports,871.29
122,Kind,Electronics,585.14
123,Difference,Sports,89.03
124,Stop,Furniture,380.92
125,Others,Furniture,975.64
126,Strategy,Clothing,931.5
127,Former,Clothing,217.14
128,Mean,Sports,405.36
129,Anything,Sports,993.12
130,Reflect,Clothing,585.62
131,End,Furniture,820.95
132,Sure,Furniture,270.53
133,Certain,Electronics,903.92
134,Good,Furniture,264.99
135,Quickly,Furniture,336.29
136,Cup,Sports,98.17
137,Run,Electronics,310.83
138,Though,Clothing,574.44
139,Party,Sports,904.33
140,Structure,Electronics,631.31
141,Forward,Electronics,234.32
142,Front,Clothing,499.17
143,To,Sports,517.09
144,Recently,Furniture,358.89
145,Themselves,Electronics,70.07
146,Camera,Electronics,474.47
147,Republican,Sports,825.92
148,Customer,Electronics,47.99
149,Prove,Electronics,567.36
150,Nice,Clothing,881.75
151,Teacher,Clothing,227.58
152,Wind,Sports,598.37
153,Seek,Electronics,869.26
154,Sometimes,Sports,722.7
155,Sign,Sports,379.88
156,Hold,Clothing,792.11
157,Serve,Sports,92.18
158,Bring,Sports,400.05
159,General,Furniture,306.08
160,Owner,Clothing,95.78
161,Create,Electronics,603.72
162,Toward,Sports,88.47
163,Information,Sports,884.83
164,Democrat,Sports,240.78
165,Your,Sports,327.23
166,Bad,Electronics,892.94
167,Director,Furniture,416.58
168,Culture,Clothing,561.39
169,Imagine,Sports,889.27
170,No,Furniture,392.51
171,Claim,Electronics,304.83
172,Son,Furniture,397.6
173,Hit,Clothing,282.08
174,Responsibility,Furniture,850.34
175,Letter,Furniture,534.21
176,Letter,Sports,738.51
177,Film,Electronics,922.37
178,Report,Sports,32.62
179,Activity,Clothing,734.12
180,Many,Clothing,769.88
181,Whose,Sports,742.36
182,Gun,Electronics,186.04
183,Up,Sports,878.43
184,Support,Electronics,150.33
185,Word,Clothing,172.39
186,Have,Furniture,768.08
187,Sell,Clothing,324.59
188,Pretty,Sports,609.6
189,Us,Furniture,286.24
190,Seek,Furniture,891.29
191,Already,Sports,597.6
192,However,Electronics,849.2
193,Order,Sports,994.39
194,Action,Electronics,66.06
195,Thing,Sports,81.96
196,To,Sports,96.49
197,However,Clothing,774.81
198,Citizen,Electronics,741.97
199,See,Sports,222.83
200,Benefit,Sports,342.43
201,Movie,Clothing,563.43
202,Mrs,Sports,482.56
203,Standard,Furniture,581.68
204,Various,Clothing,825.68
205,Spend,Sports,568.29
206,Particularly,Electronics,903.27
207,Book,Electronics,411.57
208,Drive,Furniture,968.07
209,Enjoy,Electronics,637.74
210,Surface,Clothing,658.95
211,Find,Electronics,518.41
212,Expert,Electronics,766.24
213,These,Electronics,560.01
214,Reduce,Clothing,625.62
215,Determine,Clothing,279.91
216,Marriage,Furniture,121.53
217,Effort,Sports,217.9
218,Not,Sports,874.12
219,Argue,Sports,158.67
220,Her,Electronics,631.21
221,South,Sports,816.43
222,Toward,Electronics,238.78
223,Ready,Electronics,82.2
224,Culture,Clothing,370.3
225,Finally,Sports,309.43
226,Evening,Clothing,465.04
227,Skin,Furniture,153.69
228,Trip,Sports,173.75
229,Career,Sports,804.86
230,Affect,Sports,219.55
231,Now,Furniture,336.03
232,Condition,Electronics,354.4
233,Key,Clothing,787.09
234,Office,Furniture,154.11
235,Help,Electronics,182.44
236,Technology,Clothing,427.94
237,Through,Sports,598.7
238,Decade,Furniture,790.9
239,State,Clothing,932.8
240,Strategy,Electronics,789.86
241,Guess,Furniture,801.18
242,Interesting,Furniture,891.51
243,Discover,Electronics,823.14
244,Gun,Sports,508.38
245,Ten,Furniture,525.37
246,Itself,Clothing,956.21
247,Turn,Furniture,496.0
248,Relate,Clothing,254.49
249,His,Sports,830.17
250,Clearly,Electronics,778.3
251,Without,Clothing,919.95
252,Individual,Furniture,299.02
253,Change,Electronics,801.53
254,Author,Electronics,771.18
255,Heart,Sports,647.48
256,A,Sports,360.5
257,Any,Clothing,393.85
258,Community,Clothing,564.82
259,Agent,Furniture,800.5
260,Remember,Clothing,56.9
261,Especially,Clothing,734.79
262,Central,Clothing,779.32
263,Each,Electronics,109.09
264,Quite,Clothing,365.96
265,Throughout,Furniture,365.34
266,Must,Sports,742.2
267,Number,Clothing,127.35
268,Finish,Electronics,96.99
269,Believe,Clothing,647.78
270,Instead,Clothing,545.94
271,In,Clothing,826.89
272,Sign,Furniture,165.98
273,During,Electronics,558.98
274,Behind,Electronics,545.01
275,Fill,Electronics,658.9
276,Their,Sports,161.27
277,Human,Sports,899.98
278,Identify,Sports,966.32
279,Prevent,Clothing,249.72
280,Information,Sports,13.71
281,Born,Clothing,288.65
282,Physical,Sports,737.71
283,Pass,Furniture,81.14
284,Word,Electronics,697.18
285,Common,Electronics,965.92
286,Yourself,Clothing,128.11
287,Turn,Furniture,595.61
288,Star,Clothing,259.99
289,Remain,Furniture,774.15
290,Over,Clothing,599.45
291,City,Electronics,360.07
292,Eight,Clothing,281.66
293,Region,Electronics,878.78
294,Meet,Furniture,77.14
295,Ground,Clothing,582.17
296,Officer,Clothing,721.92
297,Particular,Sports,471.11
298,Set,Clothing,929.19
299,Hot,Clothing,794.68
300,You,Electronics,76.6
301,Lay,Furniture,689.03
302,Necessary,Clothing,800.19
303,How,Sports,591.78
304,Yet,Electronics,710.11
305,Ground,Furniture,11.65
306,Treatment,Furniture,238.86
307,Wish,Clothing,403.0
308,Six,Sports,228.38
309,Beyond,Electronics,641.78
310,Evening,Furniture,519.21
311,Your,Clothing,22.84
312,Economic,Electronics,796.01
313,View,Sports,296.39
314,Officer,Sports,660.01
315,Trouble,Sports,149.12
316,Imagine,Sports,108.2
317,Into,Clothing,278.73
318,Girl,Electronics,496.58
319,Our,Electronics,234.35
320,Political,Sports,594.49
321,Value,Furniture,68.01
322,Beautiful,Furniture,761.84
323,Son,Clothing,687.45
324,Small,Furniture,52.07
325,North,Electronics,151.31
326,Be,Sports,704.45
327,Bed,Furniture,463.0
328,Sit,Electronics,400.94
329,Store,Clothing,891.62
330,Important,Clothing,476.41
331,Movie,Furniture,794.94
332,Wait,Electronics,108.28
333,Number,Clothing,435.17
334,Computer,Sports,800.79
335,Ok,Sports,22.35
336,Never,Clothing,79.22
337,Work,Sports,699.03
338,What,Clothing,684.2
339,Attorney,Sports,718.69
340,Mouth,Clothing,809.49
341,Specific,Electronics,311.22
342,The,Sports,234.67
343,Common,Furniture,590.3
344,Crime,Electronics,25.62
345,Write,Clothing,352.06
346,Available,Furniture,385.45
347,Character,Furniture,540.34
348,Him,Electronics,303.8
349,Himself,Furniture,537.32
350,Pm,Clothing,507.51
351,Subject,Clothing,148.29
352,Material,Clothing,38.36
353,Fish,Clothing,22.81
354,Pull,Electronics,651.75
355,Discuss,Furniture,951.54
356,Thousand,Furniture,595.19
357,Identify,Clothing,818.5
358,Color,Sports,864.14
359,Wide,Electronics,271.02
360,Teacher,Electronics,686.97
361,Exactly,Furniture,954.62
362,Place,Furniture,143.03
363,Increase,Sports,834.78
364,Course,Electronics,577.57
365,Actually,Furniture,658.69
366,Service,Sports,404.5
367,Certain,Clothing,115.93
368,Drive,Electronics,358.32
369,Garden,Furniture,401.31
370,Public,Electronics,33.39
371,Raise,Clothing,878.53
372,How,Sports,744.23
373,Agent,Sports,327.76
374,Bad,Sports,308.44
375,How,Electronics,779.57
376,Appear,Clothing,682.29
377,Itself,Furniture,352.0
378,Apply,Sports,659.75
379,Actually,Clothing,167.69
380,Traditional,Clothing,842.91
381,Field,Clothing,657.4
382,Even,Electronics,777.26
383,House,Clothing,165.98
384,Like,Electronics,314.93
385,Bill,Sports,838.87
386,Theory,Furniture,62.98
387,Eight,Clothing,867.02
388,Respond,Electronics,597.62
389,Fear,Furniture,250.9
390,From,Furniture,273.59
391,Customer,Furniture,933.05
392,Guess,Electronics,332.58
393,Half,Clothing,466.61
394,Finally,Furniture,585.64
395,Old,Clothing,859.17
396,Wife,Furniture,133.8
397,Small,Furniture,620.65
398,Improve,Furniture,61.34
399,Some,Furniture,80.64
400,Identify,Clothing,378.26
401,Event,Clothing,776.52
402,Might,Electronics,331.26
403,Back,Sports,78.86
404,Action,Sports,891.29
405,Which,Electronics,448.56
406,Nation,Furniture,332.96
407,Successful,Furniture,953.85
408,Main,Sports,945.25
409,Cell,Electronics,384.72
410,Anyone,Furniture,428.59
411,Pretty,Sports,938.3
412,Public,Electronics,988.39
413,Beyond,Furniture,974.5
414,Of,Electronics,415.83
415,Officer,Furniture,205.77
416,Under,Furniture,739.7
417,Safe,Clothing,847.08
418,Federal,Furniture,595.96
419,Letter,Electronics,210.72
420,Off,Sports,269.12
421,Society,Clothing,925.31
422,Him,Clothing,60.99
423,Law,Clothing,172.31
424,Four,Clothing,131.29
425,Cell,Electronics,905.17
426,Here,Furniture,208.0
427,Build,Electronics,401.04
428,Go,Furniture,795.74
429,Direction,Clothing,911.82
430,Would,Furniture,343.11
431,Meeting,Electronics,543.56
432,As,Electronics,83.59
433,Develop,Sports,769.88
434,Heart,Clothing,282.37
435,Cost,Furniture,116.76
436,Think,Furniture,375.96
437,Their,Furniture,620.78
438,Explain,Furniture,195.63
439,Movie,Sports,212.13
440,Well,Clothing,388.24
441,Onto,Furniture,70.62
442,Small,Sports,270.8
443,Reveal,Clothing,180.23
444,Growth,Sports,968.87
445,Trial,Electronics,503.67
446,Reason,Furniture,804.8
447,Day,Clothing,341.23
448,Tree,Electronics,101.17
449,Here,Electronics,369.03
450,Responsibility,Electronics,818.22
451,Note,Electronics,141.7
452,Affect,Electronics,815.18
453,It,Clothing,311.43
454,Share,Furniture,290.03
455,Project,Furniture,275.32
456,Question,Clothing,107.79
457,Lawyer,Electronics,93.76
458,Interest,Electronics,579.98
459,Ever,Sports,430.85
460,Member,Furniture,924.28
461,Article,Electronics,829.72
462,Anyone,Sports,41.43
463,Case,Clothing,986.64
464,Probably,Sports,725.66
465,Unit,Clothing,871.88
466,Dinner,Clothing,927.29
467,Region,Sports,914.28
468,Human,Electronics,553.37
469,Movie,Furniture,604.16
470,Whatever,Electronics,178.71
471,Factor,Clothing,737.62
472,Leader,Furniture,451.29
473,Lose,Furniture,740.4
474,Home,Clothing,177.8
475,Bag,Furniture,56.28
476,Car,Clothing,255.74
477,Among,Electronics,368.5
478,Community,Furniture,218.99
479,Development,Clothing,325.31
480,Staff,Sports,221.17
481,Nearly,Furniture,252.22
482,Focus,Furniture,384.22
483,Keep,Electronics,98.8
484,Game,Furniture,372.64
485,Should,Furniture,669.72
486,Low,Sports,47.07
487,Try,Electronics,824.78
488,Compare,Electronics,31.47
489,Hotel,Electronics,543.63
490,Should,Sports,176.89
491,Second,Sports,51.12
492,Report,Sports,755.36
493,Drop,Electronics,852.81
494,Although,Sports,342.95
495,Support,Clothing,757.84
496,Not,Electronics,847.13
497,Nor,Electronics,919.62
498,Take,Sports,800.02
499,Boy,Sports,857.73
500,Keep,Electronics,721.35
501,Degree,Sports,607.73
502,Film,Electronics,467.01
503,Plan,Sports,259.36
504,Require,Furniture,998.17
505,Teach,Clothing,370.91
506,Carry,Furniture,549.14
507,Thank,Furniture,862.56
508,Including,Sports,272.18
509,Catch,Clothing,122.53
510,Number,Furniture,449.89
511,Decade,Sports,807.77
512,Parent,Sports,56.86
513,Realize,Electronics,356.45
514,Town,Sports,233.95
515,Plant,Clothing,308.04
516,I,Electronics,848.25
517,Wide,Clothing,942.34
518,Clear,Sports,985.88
519,Voice,Clothing,443.42
520,Serious,Furniture,300.37
521,Miss,Sports,76.82
522,Value,Furniture,526.27
523,Contain,Electronics,694.9
524,Number,Clothing,30.39
525,Public,Electronics,994.69
526,Season,Electronics,355.11
527,Walk,Furniture,581.19
528,Soldier,Sports,147.56
529,Wear,Furniture,312.96
530,Successful,Clothing,354.6
531,Over,Sports,704.73
532,Health,Clothing,269.71
533,Partner,Furniture,204.47
534,Join,Sports,551.41
535,Newspaper,Furniture,810.88
536,Involve,Clothing,850.31
537,Trouble,Electronics,890.22
538,People,Furniture,692.27
539,If,Furniture,172.28
540,Office,Sports,417.38
541,Woman,Sports,816.25
542,Decision,Furniture,624.82
543,Agency,Sports,785.88
544,Example,Sports,497.86
545,Compare,Sports,573.46
546,System,Furniture,928.14
547,Rest,Furniture,745.2
548,Outside,Electronics,587.64
549,Newspaper,Clothing,460.89
550,Compare,Electronics,444.79
551,Account,Sports,286.49
552,Size,Clothing,635.88
553,Glass,Furniture,592.03
554,Sure,Furniture,980.31
555,Trial,Sports,973.14
556,Room,Clothing,625.86
557,Church,Furniture,169.38
558,Option,Clothing,552.4
559,Especially,Electronics,350.41
560,Management,Sports,810.24
561,Chance,Clothing,590.82
562,Road,Electronics,690.41
563,Mind,Sports,118.98
564,Pm,Furniture,601.28
565,Building,Clothing,51.57
566,Crime,Electronics,468.34
567,Energy,Furniture,467.74
568,Animal,Sports,81.84
569,Trip,Electronics,940.59
570,Expert,Furniture,102.77
571,Research,Electronics,190.2
572,Piece,Electronics,477.93
573,There,Furniture,651.96
574,Blue,Clothing,984.63
575,Almost,Clothing,68.12
576,Hear,Furniture,563.83
577,Physical,Furniture,213.39
578,East,Clothing,622.89
579,However,Electronics,406.64
580,General,Furniture,886.41
581,Treatment,Furniture,104.68
582,Stuff,Electronics,723.05
583,Around,Furniture,786.05
584,Everything,Furniture,551.07
585,Pm,Clothing,771.01
586,Miss,Electronics,930.51
587,Rate,Sports,771.43
588,To,Electronics,714.49
589,Issue,Clothing,742.77
590,Instead,Sports,602.14
591,Maintain,Furniture,499.37
592,Too,Sports,265.44
593,Issue,Furniture,155.92
594,Piece,Furniture,237.81
595,Think,Sports,180.06
596,Air,Electronics,804.32
597,Quickly,Electronics,560.59
598,Decide,Sports,470.76
599,Two,Clothing,733.43
600,In,Clothing,546.75
601,House,Furniture,256.66
602,All,Sports,781.44
603,House,Furniture,497.32
604,Lot,Electronics,411.24
605,Special,Furniture,880.36
606,Low,Clothing,892.69
607,Hope,Sports,556.46
608,Nice,Furniture,117.38
609,He,Clothing,856.19
610,Shake,Furniture,443.04
611,Rock,Electronics,19.37
612,Reality,Clothing,384.28
613,Role,Furniture,996.21
614,Majority,Clothing,661.86
615,Ability,Electronics,749.58
616,Far,Clothing,855.8
617,Sit,Electronics,636.76
618,Score,Clothing,120.59
619,At,Sports,570.17
620,Admit,Sports,844.86
621,Wide,Clothing,992.18
622,Student,Sports,874.91
623,Certain,Clothing,968.66
624,Address,Clothing,889.4
625,American,Clothing,488.79
626,Tv,Electronics,922.44
627,Them,Electronics,711.93
628,Some,Electronics,230.87
629,While,Electronics,984.36
630,Approach,Furniture,702.34
631,Card,Furniture,200.91
632,Oil,Sports,916.32
633,Three,Sports,124.12
634,Set,Sports,716.66
635,Beyond,Electronics,193.04
636,Teach,Sports,83.86
637,If,Clothing,57.62
638,Realize,Sports,237.38
639,Age,Furniture,841.64
640,Skin,Electronics,380.27
641,Outside,Furniture,392.28
642,Cell,Clothing,259.34
643,Share,Clothing,775.53
644,Response,Electronics,402.94
645,Other,Sports,345.86
646,Figure,Electronics,378.36
647,Decision,Sports,602.16
648,Teach,Furniture,531.73
649,Artist,Clothing,501.63
650,Really,Clothing,230.59
651,Better,Furniture,248.85
652,Require,Clothing,804.75
653,Live,Electronics,98.52
654,Everything,Clothing,384.51
655,Method,Sports,471.85
656,Image,Sports,521.7
657,Technology,Sports,160.46
658,Member,Clothing,981.39
659,Send,Sports,396.5
660,Live,Sports,515.02
661,Increase,Sports,778.81
662,Likely,Electronics,927.87
663,Road,Electronics,783.87
664,Kitchen,Furniture,306.12
665,Report,Clothing,261.94
666,The,Clothing,85.42
667,Collection,Clothing,344.18
668,Something,Furniture,421.88
669,Own,Furniture,561.15
670,Teacher,Clothing,337.72
671,Agency,Clothing,275.07
672,Myself,Electronics,387.45
673,Real,Furniture,400.82
674,Situation,Clothing,212.04
675,Development,Furniture,962.16
676,Three,Clothing,321.08
677,Table,Clothing,307.98
678,Apply,Electronics,464.53
679,Can,Clothing,834.69
680,Strong,Furniture,939.9
681,Century,Sports,777.46
682,Scientist,Sports,538.96
683,Skin,Sports,688.15
684,Almost,Sports,216.13
685,Find,Furniture,182.9
686,Method,Clothing,422.71
687,Firm,Furniture,87.74
688,Her,Electronics,777.42
689,Church,Sports,193.56
690,Suffer,Clothing,676.92
691,Grow,Furniture,201.41
692,Help,Sports,338.15
693,Ago,Furniture,617.87
694,Environment,Clothing,876.37
695,Image,Furniture,865.89
696,City,Electronics,280.02
697,Yourself,Furniture,319.92
698,Almost,Clothing,511.8
699,Computer,Clothing,320.2
700,Performance,Electronics,252.5
701,Time,Furniture,875.94
702,At,Electronics,478.84
703,Standard,Clothing,390.6
704,Cost,Clothing,134.83
705,Growth,Electronics,966.04
706,Product,Clothing,524.15
707,Pass,Furniture,171.06
708,Ask,Furniture,458.89
709,Three,Sports,841.57
710,Consider,Sports,198.17
711,Care,Electronics,514.79
712,Second,Electronics,964.07
713,Well,Electronics,586.8
714,Threat,Electronics,827.82
715,Activity,Furniture,412.6
716,Increase,Clothing,143.24
717,Left,Clothing,199.65
718,Director,Electronics,960.79
719,Run,Sports,146.67
720,Visit,Electronics,901.71
721,Around,Furniture,164.35
722,Who,Electronics,583.65
723,Difficult,Clothing,220.67
724,Present,Furniture,339.67
725,Hair,Furniture,479.37
726,Human,Electronics,977.11
727,Late,Electronics,788.7
728,Against,Furniture,172.71
729,Me,Electronics,428.56
730,Organization,Furniture,775.16
731,Wait,Electronics,872.39
732,Republican,Electronics,170.97
733,Themselves,Electronics,766.64
734,Economic,Furniture,137.65
735,Address,Sports,921.95
736,Picture,Furniture,704.82
737,But,Furniture,409.5
738,Require,Clothing,785.17
739,Happy,Sports,521.1
740,Hit,Electronics,60.96
741,Edge,Electronics,844.89
742,Professional,Sports,900.3
743,One,Furniture,827.88
744,Blue,Sports,977.16
745,Improve,Furniture,780.57
746,Food,Sports,496.29
747,Some,Furniture,48.09
748,Whom,Furniture,476.87
749,Ability,Furniture,926.11
750,Too,Clothing,460.9
751,Maintain,Furniture,756.88
752,Short,Electronics,201.92
753,Rise,Clothing,736.38
754,Talk,Furniture,744.98
755,When,Electronics,166.17
756,Western,Furniture,156.56
757,Machine,Sports,928.2
758,Amount,Furniture,555.18
759,Too,Sports,903.18
760,Entire,Clothing,636.77
761,Teach,Furniture,156.4
762,Sound,Clothing,404.59
763,Point,Furniture,903.21
764,Special,Sports,373.87
765,Full,Sports,950.26
766,Too,Electronics,189.16
767,Among,Sports,539.12
768,Cultural,Clothing,339.61
769,Possible,Sports,467.58
770,Outside,Furniture,736.59
771,Positive,Furniture,140.75
772,Tough,Clothing,612.08
773,Environment,Furniture,282.92
774,Worry,Clothing,291.55
775,Try,Electronics,143.79
776,Say,Sports,977.6
777,Air,Sports,323.21
778,Rich,Electronics,707.54
779,Character,Sports,759.36
780,All,Furniture,439.83
781,Method,Electronics,706.86
782,Interest,Furniture,135.26
783,Can,Electronics,836.18
784,Green,Clothing,690.05
785,Special,Sports,309.16
786,Relationship,Clothing,613.92
787,Brother,Electronics,277.31
788,Ago,Clothing,283.3
789,Tonight,Sports,890.03
790,Result,Sports,55.84
791,Above,Furniture,806.48
792,Girl,Furniture,33.15
793,Particular,Electronics,416.66
794,Experience,Clothing,321.54
795,Ground,Furniture,392.06
796,Know,Clothing,840.27
797,Form,Furniture,237.59
798,Indicate,Electronics,212.16
799,Onto,Electronics,405.63
800,Start,Clothing,381.49
801,Key,Electronics,582.8
802,Feeling,Clothing,867.95
803,Easy,Electronics,516.35
804,Seem,Clothing,155.99
805,Fall,Sports,469.25
806,Inside,Clothing,119.72
807,Them,Sports,723.94
808,Final,Electronics,297.14
809,Economy,Sports,93.58
810,Coach,Clothing,18.96
811,Real,Sports,999.97
812,Front,Furniture,11.29
813,Film,Electronics,585.18
814,Question,Furniture,243.09
815,Charge,Sports,305.51
816,Surface,Furniture,95.22
817,Phone,Sports,368.99
818,Poor,Furniture,930.59
819,Include,Electronics,504.21
820,Increase,Clothing,815.22
821,Big,Electronics,62.92
822,Growth,Furniture,948.39
823,Hour,Sports,420.54
824,Away,Furniture,527.02
825,Material,Furniture,616.91
826,Often,Sports,857.52
827,True,Electronics,173.55
828,Head,Furniture,760.71
829,Agreement,Furniture,29.87
830,Easy,Furniture,978.24
831,Identify,Furniture,123.85
832,Family,Sports,397.45
833,Until,Clothing,755.61
834,Tough,Clothing,357.83
835,Form,Furniture,658.48
836,Particular,Furniture,402.04
837,Take,Sports,162.1
838,Street,Electronics,832.32
839,Scene,Electronics,815.94
840,Image,Sports,58.11
841,Share,Sports,894.44
842,First,Clothing,199.26
843,May,Sports,235.9
844,Happy,Electronics,283.12
845,Continue,Electronics,51.01
846,Surface,Electronics,127.58
847,Coach,Clothing,785.1
848,American,Electronics,747.12
849,Office,Sports,791.85
850,Family,Electronics,753.24
851,Television,Electronics,956.32
852,So,Furniture,682.75
853,Different,Sports,680.98
854,Ok,Electronics,218.07
855,Play,Furniture,753.0
856,Pressure,Electronics,477.23
857,Real,Electronics,747.17
858,Service,Sports,517.24
859,Wish,Clothing,958.26
860,Attack,Sports,384.38
861,Spend,Furniture,219.59
862,Always,Furniture,305.14
863,Able,Electronics,792.7
864,Herself,Electronics,50.81
865,Focus,Electronics,384.91
866,Professor,Electronics,585.86
867,Decision,Electronics,983.33
868,Place,Electronics,729.62
869,Budget,Sports,384.73
870,Company,Clothing,571.24
871,Know,Clothing,980.54
872,Free,Clothing,956.02
873,Agree,Sports,601.54
874,Your,Furniture,401.91
875,Model,Sports,205.62
876,Worker,Sports,688.62
877,Add,Clothing,517.6
878,East,Clothing,456.76
879,Growth,Clothing,574.55
880,To,Sports,39.32
881,That,Clothing,824.64
882,Decision,Electronics,442.01
883,Seem,Clothing,677.34
884,Through,Sports,398.89
885,Pull,Sports,763.02
886,Require,Sports,116.2
887,Someone,Clothing,459.62
888,Fill,Sports,705.02
889,Me,Furniture,912.84
890,Boy,Electronics,662.5
891,Policy,Electronics,526.68
892,Sound,Furniture,720.22
893,Know,Electronics,577.95
894,Hit,Clothing,559.29
895,Recent,Sports,254.32
896,Nation,Electronics,208.09
897,Discover,Clothing,829.26
898,Financial,Clothing,676.58
899,Out,Sports,236.34
900,Eight,Electronics,765.64
901,Bring,Clothing,79.33
902,Catch,Furniture,196.63
903,Wind,Furniture,228.51
904,Citizen,Furniture,960.68
905,Old,Electronics,123.69
906,Might,Electronics,205.52
907,Young,Sports,164.96
908,Force,Electronics,580.72
909,Prevent,Electronics,645.86
910,Hour,Sports,387.24
911,Sell,Furniture,306.67
912,Have,Furniture,820.09
913,Conference,Sports,867.14
914,Sea,Clothing,286.89
915,As,Furniture,468.72
916,Me,Clothing,825.64
917,Day,Sports,467.39
918,Medical,Furniture,411.18
919,Cup,Electronics,619.26
920,Movement,Electronics,737.38
921,Skin,Electronics,598.12
922,Poor,Clothing,92.97
923,Friend,Sports,619.26
924,End,Furniture,89.1
925,Suffer,Clothing,816.49
926,Operation,Furniture,668.28
927,Choose,Sports,323.05
928,Age,Clothing,769.72
929,Total,Electronics,874.09
930,Policy,Sports,859.1
931,Center,Clothing,81.25
932,Tonight,Furniture,503.77
933,Gun,Electronics,473.75
934,Attention,Electronics,131.85
935,Official,Sports,774.24
936,Strong,Furniture,259.67
937,Young,Furniture,205.28
938,Subject,Sports,532.58
939,Make,Clothing,812.6
940,Quality,Clothing,721.62
941,Against,Clothing,777.37
942,Safe,Electronics,982.35
943,Suggest,Electronics,309.81
944,Turn,Furniture,355.86
945,Level,Electronics,121.3
946,News,Clothing,396.15
947,Tree,Sports,312.5
948,It,Clothing,232.3
949,Side,Clothing,851.61
950,Star,Clothing,765.84
951,I,Electronics,554.84
952,Radio,Furniture,351.06
953,Common,Sports,760.94
954,Reason,Furniture,242.51
955,Soon,Furniture,239.3
956,Happen,Sports,657.4
957,Little,Electronics,386.32
958,Campaign,Clothing,791.03
959,Middle,Furniture,189.53
960,Author,Clothing,120.13
961,General,Clothing,957.56
962,Trial,Electronics,162.62
963,Right,Clothing,586.23
964,Large,Furniture,267.95
965,Discuss,Electronics,906.31
966,Training,Sports,878.35
967,Room,Electronics,402.62
968,Position,Sports,84.08
969,Price,Clothing,366.75
970,Hundred,Electronics,816.37
971,Painting,Sports,909.37
972,Risk,Sports,644.69
973,Recognize,Clothing,967.84
