orderline_id,order_id,product_id,quantity,unit_price,discount
162,323,740,1,387.23,0.17
163,2,669,8,818.05,0.11
164,524,562,9,701.21,0.12
165,256,927,6,211.29,0.03
166,425,840,2,331.23,0.02
167,95,623,8,179.83,0.09
168,334,897,10,475.04,0.14
169,784,847,10,530.57,0.08
170,609,69,2,706.3,0.25
171,783,332,5,266.07,0.04
172,509,685,2,920.12,0.3
173,764,596,7,418.94,0.19
174,496,408,4,881.69,0.29
175,21,14,10,886.71,0.09
176,977,166,10,469.14,0.24
177,392,881,9,980.8,0.3
178,867,535,5,593.77,0.0
179,122,12,8,478.3,0.24
180,630,745,3,965.09,0.29
181,261,804,2,102.8,0.13
182,198,678,1,244.56,0.09
183,71,554,9,375.37,0.24
184,449,215,7,186.51,0.21
185,462,924,5,808.5,0.08
186,797,524,3,503.3,0.15
187,68,859,2,755.44,0.18
188,809,371,1,617.53,0.15
189,558,998,3,203.26,0.19
190,467,191,6,554.3,0.16
191,288,22,4,728.8,0.02
192,926,66,2,914.53,0.02
193,95,559,8,206.13,0.15
194,688,681,9,736.79,0.28
195,19,762,7,308.59,0.12
196,585,429,1,323.12,0.05
197,404,927,4,878.93,0.21
198,762,869,5,907.77,0.06
199,391,858,8,317.84,0.13
200,157,243,10,604.58,0.06
201,922,916,2,30.37,0.09
202,715,607,10,297.9,0.03
203,124,803,5,478.67,0.27
204,834,934,3,10.9,0.14
205,559,211,3,852.95,0.28
206,999,822,6,853.98,0.09
207,183,92,7,497.82,0.02
208,932,988,2,219.2,0.03
209,164,656,5,217.2,0.23
210,17,467,8,467.84,0.16
211,667,506,6,562.68,0.04
212,554,477,8,757.24,0.13
213,221,26,2,964.28,0.1
214,804,537,1,307.0,0.2
215,137,140,5,748.57,0.2
216,924,797,3,635.21,0.23
217,100,73,7,167.99,0.08
218,849,280,10,176.53,0.22
219,130,531,2,962.16,0.22
220,305,188,4,940.42,0.18
221,31,997,8,680.76,0.06
222,384,372,2,271.66,0.09
223,214,282,8,99.56,0.18
224,55,249,9,765.2,0.22
225,745,449,5,590.93,0.17
226,370,814,2,377.87,0.23
227,3,266,8,646.58,0.17
228,120,920,6,98.52,0.05
229,202,109,1,718.94,0.28
230,538,806,7,307.48,0.13
231,930,913,10,720.85,0.25
232,815,353,3,125.46,0.19
233,67,2,5,321.91,0.25
234,556,453,2,295.75,0.29
235,959,464,3,757.87,0.18
236,817,258,8,37.95,0.1
237,363,625,8,347.09,0.15
238,664,87,3,315.18,0.14
239,47,935,3,314.89,0.11
240,638,12,2,881.26,0.29
241,128,890,4,778.24,0.01
242,498,796,10,658.38,0.28
243,659,434,4,651.77,0.06
244,658,851,4,37.0,0.25
245,224,426,6,647.22,0.05
246,25,467,10,65.63,0.24
247,406,665,2,172.11,0.28
248,187,658,7,560.13,0.2
249,416,995,6,642.9,0.07
250,595,666,3,734.53,0.22
251,79,733,8,716.03,0.15
252,888,113,8,21.62,0.11
253,134,29,10,134.04,0.15
254,506,846,6,548.04,0.11
255,19,189,1,327.51,0.16
256,491,903,10,492.26,0.04
257,558,39,5,157.06,0.26
258,87,224,4,621.25,0.18
259,68,706,8,142.28,0.16
260,835,191,4,893.41,0.03
261,238,662,9,427.63,0.09
262,459,997,6,986.82,0.1
263,194,63,3,560.19,0.08
264,136,935,7,266.45,0.06
265,753,821,7,984.44,0.07
266,696,584,2,262.3,0.18
267,311,363,3,511.77,0.16
268,322,492,8,94.58,0.09
269,112,344,1,859.3,0.21
270,177,947,3,111.46,0.24
271,715,70,8,734.67,0.05
272,736,96,3,664.08,0.2
273,468,739,3,149.55,0.23
274,519,550,8,182.48,0.08
275,312,770,4,729.67,0.03
276,715,907,3,268.46,0.0
277,639,789,2,914.74,0.22
278,789,126,8,581.29,0.23
279,776,474,4,97.44,0.26
280,535,593,1,239.67,0.22
281,405,84,1,889.12,0.07
282,957,810,2,454.63,0.27
283,977,819,3,329.85,0.2
284,891,594,1,919.65,0.23
285,944,815,5,361.62,0.05
286,508,870,1,687.58,0.14
287,156,265,3,158.31,0.21
288,35,450,7,791.1,0.08
289,514,780,2,696.49,0.18
290,441,482,7,891.11,0.06
291,743,132,1,425.37,0.06
292,644,259,8,536.2,0.13
293,609,953,5,955.98,0.16
294,202,608,6,824.24,0.2
295,292,625,10,255.09,0.15
296,340,345,2,145.3,0.27
297,177,15,5,643.72,0.0
298,39,472,7,48.57,0.02
299,307,830,8,845.54,0.22
300,205,239,6,280.29,0.26
301,588,928,1,688.5,0.04
302,989,430,8,745.26,0.06
303,437,585,3,136.15,0.27
304,701,453,6,958.4,0.2
305,423,823,1,811.42,0.13
306,318,64,5,588.71,0.13
307,833,559,1,331.17,0.14
308,461,953,7,29.69,0.11
309,652,862,3,441.23,0.11
310,239,543,8,841.26,0.21
311,605,920,5,375.01,0.12
312,328,496,3,135.71,0.03
313,979,482,2,521.01,0.08
314,611,385,10,60.65,0.14
315,268,132,7,864.83,0.01
316,656,86,3,678.25,0.17
317,710,20,9,119.71,0.25
318,769,612,4,815.81,0.22
319,575,370,8,176.16,0.23
320,73,89,3,164.55,0.26
321,281,416,9,947.67,0.25
322,102,687,1,953.59,0.21
323,858,534,8,159.18,0.26
324,918,609,3,880.51,0.27
325,401,850,9,814.92,0.06
326,925,387,10,214.2,0.14
327,25,849,2,370.42,0.02
328,197,184,10,851.49,0.02
329,897,179,4,510.23,0.18
330,327,507,8,281.72,0.07
331,588,962,2,929.69,0.2
332,696,379,1,643.65,0.23
333,115,87,9,903.7,0.25
334,879,158,3,654.83,0.15
335,751,198,9,940.8,0.24
336,770,383,4,282.98,0.3
337,361,301,7,930.72,0.25
338,658,270,3,256.39,0.09
339,57,539,6,415.28,0.06
340,376,69,3,113.98,0.22
341,153,904,7,419.84,0.22
342,999,528,5,884.17,0.12
343,425,533,7,130.64,0.19
344,155,871,4,556.97,0.11
345,208,812,1,109.78,0.09
346,31,718,5,591.58,0.07
347,922,48,8,63.29,0.16
348,174,518,8,586.09,0.04
349,986,463,1,226.45,0.13
350,139,496,10,946.61,0.15
351,167,294,2,372.85,0.22
352,627,692,7,408.65,0.09
353,122,723,6,676.3,0.0
354,366,904,1,105.82,0.03
355,534,940,10,985.45,0.27
356,860,195,8,36.79,0.13
357,800,613,3,340.28,0.27
358,357,191,9,37.64,0.24
359,598,418,1,946.88,0.12
360,149,954,3,183.37,0.28
361,94,902,10,875.51,0.07
362,750,364,4,878.56,0.28
363,509,301,7,510.83,0.09
364,4,235,5,226.1,0.03
365,654,639,4,399.42,0.24
366,766,974,7,484.33,0.23
367,6,836,4,389.48,0.07
368,815,257,1,895.01,0.22
369,117,413,1,583.3,0.0
370,626,751,4,783.41,0.09
371,24,144,9,512.74,0.16
372,518,353,1,414.09,0.12
373,534,849,10,451.58,0.08
374,709,832,3,19.75,0.03
375,162,16,2,98.5,0.29
376,148,880,10,533.24,0.22
377,734,704,5,380.42,0.24
378,431,645,7,499.84,0.18
379,153,787,7,763.92,0.04
380,931,462,4,786.9,0.17
381,488,402,7,234.67,0.1
382,531,896,6,52.27,0.22
383,879,79,8,860.89,0.25
384,503,904,8,306.53,0.29
385,286,893,5,922.36,0.03
386,827,476,9,67.45,0.18
387,674,465,7,166.55,0.01
388,10,704,7,558.19,0.21
389,652,945,8,605.4,0.25
390,509,468,7,703.22,0.25
391,205,824,4,975.31,0.2
392,902,32,4,534.89,0.22
393,450,2,4,634.5,0.03
394,629,208,1,121.42,0.06
395,153,670,10,257.36,0.17
396,696,417,3,725.56,0.24
397,28,586,1,215.44,0.04
398,72,437,3,597.16,0.12
399,990,837,6,410.65,0.1
400,482,891,3,800.17,0.18
401,799,424,5,555.81,0.04
402,593,804,6,619.43,0.16
403,518,417,1,505.36,0.27
404,560,524,7,501.51,0.17
405,518,719,1,477.02,0.17
406,267,528,1,293.78,0.02
407,251,952,8,167.64,0.28
408,436,597,4,720.32,0.02
409,965,991,10,983.65,0.26
410,736,996,6,613.94,0.21
411,791,532,2,201.38,0.27
412,346,380,2,754.57,0.09
413,810,17,9,646.02,0.15
414,52,334,3,927.35,0.23
415,308,343,7,426.07,0.1
416,968,195,8,855.14,0.2
417,182,786,9,968.56,0.16
418,986,909,7,233.23,0.05
419,705,118,3,564.13,0.14
420,959,102,4,636.68,0.25
421,539,233,1,806.46,0.04
422,607,747,6,637.74,0.23
423,98,498,8,674.84,0.28
424,631,682,2,377.42,0.0
425,206,80,10,212.46,0.09
426,990,821,6,320.94,0.24
427,67,330,4,541.37,0.12
428,604,419,5,382.49,0.2
429,286,724,9,616.69,0.22
430,464,115,2,157.03,0.27
431,717,160,8,792.29,0.06
432,341,342,8,874.89,0.05
433,331,778,2,802.47,0.15
434,922,948,10,687.23,0.21
435,742,298,6,331.68,0.18
436,625,751,9,120.75,0.3
437,291,384,2,717.85,0.18
438,428,891,2,518.41,0.11
439,548,640,3,914.15,0.15
440,785,601,3,369.68,0.04
441,468,412,9,72.54,0.04
442,202,941,5,524.59,0.12
443,53,591,1,997.81,0.13
444,160,742,1,772.85,0.2
445,900,948,5,668.08,0.26
446,427,923,5,436.69,0.29
447,641,308,10,75.45,0.18
448,532,298,1,536.3,0.02
449,398,155,10,75.75,0.12
450,287,251,10,318.79,0.08
451,51,481,3,945.41,0.16
452,212,642,10,379.73,0.15
453,34,419,1,250.44,0.27
454,359,239,3,292.04,0.21
455,255,621,9,300.04,0.03
456,436,124,7,276.56,0.1
457,771,914,4,565.88,0.12
458,16,326,2,799.54,0.24
459,547,725,4,158.34,0.03
460,540,387,8,405.56,0.04
461,664,647,1,522.94,0.25
462,348,194,2,832.13,0.22
463,445,467,1,916.93,0.03
464,231,340,2,164.87,0.05
465,900,882,3,768.71,0.11
466,295,674,7,906.51,0.19
467,230,264,5,735.35,0.02
468,708,524,1,880.92,0.21
469,172,263,3,52.5,0.07
470,567,721,6,133.99,0.07
471,64,729,10,635.08,0.06
472,756,886,7,328.98,0.01
473,505,878,3,265.22,0.07
474,840,261,8,713.04,0.03
475,646,493,3,493.08,0.25
476,531,289,3,248.53,0.06
477,334,479,1,89.51,0.21
478,617,922,1,127.95,0.03
479,408,30,10,780.98,0.03
480,277,854,1,650.11,0.26
481,691,968,9,56.69,0.27
482,228,560,8,847.32,0.05
483,997,883,8,170.1,0.1
484,804,230,10,683.29,0.16
485,95,543,1,298.94,0.19
486,489,336,1,27.34,0.05
487,956,204,1,764.89,0.22
488,787,847,5,778.96,0.03
489,163,926,7,830.83,0.2
490,390,515,5,742.4,0.25
491,980,758,2,847.48,0.21
492,172,971,9,718.37,0.12
493,112,729,4,318.52,0.08
494,347,128,5,999.18,0.29
495,548,856,1,535.6,0.07
496,824,162,3,548.58,0.15
497,385,183,3,141.57,0.01
498,643,638,7,17.35,0.23
499,599,577,10,324.77,0.25
500,540,155,3,92.77,0.28
501,121,774,7,446.52,0.01
502,243,427,6,769.97,0.07
503,638,539,2,15.02,0.18
504,106,790,4,368.94,0.05
505,224,292,6,107.78,0.26
506,837,570,6,815.98,0.27
507,364,991,4,640.61,0.23
508,620,704,1,498.16,0.06
509,920,242,4,722.73,0.11
510,431,385,8,241.83,0.1
511,747,860,3,348.8,0.12
512,185,490,7,783.69,0.24
513,606,179,9,880.32,0.19
514,115,222,4,374.07,0.17
515,602,969,9,818.51,0.1
516,530,34,3,425.92,0.06
517,394,257,10,255.57,0.17
518,792,689,1,864.24,0.28
519,777,672,4,349.55,0.08
520,744,73,6,623.67,0.12
521,652,654,5,506.07,0.23
522,111,464,5,877.81,0.03
523,721,606,5,576.16,0.26
524,364,755,8,837.32,0.0
525,719,924,9,577.93,0.3
526,1000,58,10,290.96,0.09
527,693,307,3,813.96,0.29
528,371,213,9,685.26,0.26
529,320,373,10,618.52,0.13
530,320,264,3,130.72,0.15
531,167,599,7,228.83,0.08
532,651,883,8,862.84,0.07
533,39,972,8,334.89,0.29
534,312,788,5,619.07,0.02
535,846,740,9,324.03,0.3
536,378,381,5,489.98,0.08
537,419,267,8,837.91,0.22
538,225,198,5,272.54,0.14
539,592,222,7,289.82,0.22
540,524,976,2,942.13,0.28
541,851,517,7,489.47,0.12
542,321,232,4,493.23,0.27
543,787,985,5,992.92,0.25
544,452,59,8,810.46,0.17
545,232,198,4,461.75,0.27
546,802,192,5,819.14,0.26
547,154,529,1,41.41,0.29
548,744,704,5,466.16,0.28
549,942,747,5,536.15,0.23
550,161,870,6,287.91,0.17
551,394,437,10,647.21,0.22
552,456,174,7,278.01,0.24
553,718,946,7,992.06,0.03
554,815,328,10,971.05,0.21
555,426,530,7,27.4,0.04
556,890,800,2,352.21,0.25
557,299,441,3,438.27,0.27
558,573,579,3,259.39,0.03
559,421,510,1,777.11,0.08
560,215,164,9,151.99,0.23
561,233,520,4,898.8,0.14
562,48,502,9,971.3,0.24
563,125,419,9,595.71,0.18
564,975,215,4,398.5,0.12
565,183,766,2,946.37,0.19
566,254,167,8,586.95,0.1
567,232,717,2,878.14,0.15
568,454,312,9,124.85,0.1
569,236,949,1,274.7,0.05
570,643,683,6,874.64,0.26
571,765,205,1,645.88,0.01
572,975,665,6,429.78,0.18
573,70,16,2,332.41,0.08
574,156,537,6,231.69,0.11
575,344,23,5,983.97,0.16
576,614,829,10,49.43,0.25
577,760,57,2,578.68,0.05
578,391,596,5,717.71,0.23
579,981,73,5,238.12,0.25
580,43,225,10,422.06,0.25
581,606,305,2,456.29,0.09
582,354,763,7,595.86,0.26
583,452,381,4,443.44,0.04
584,733,609,9,156.04,0.14
585,248,688,7,710.61,0.19
586,89,956,5,859.05,0.01
587,314,214,8,882.51,0.03
588,754,996,2,231.48,0.13
589,39,151,2,72.65,0.12
590,637,156,6,805.47,0.04
591,597,345,10,344.89,0.29
592,325,759,9,653.45,0.19
593,72,87,9,619.68,0.14
594,320,198,1,138.43,0.07
595,164,629,8,220.55,0.01
596,595,386,4,136.35,0.2
597,704,543,10,783.18,0.24
598,566,811,6,931.83,0.29
599,974,392,1,477.17,0.24
600,542,708,2,968.08,0.06
601,527,174,7,216.29,0.06
602,376,967,1,375.29,0.21
603,748,851,1,704.02,0.16
604,751,532,8,123.35,0.27
605,738,510,10,200.93,0.22
606,62,973,3,50.12,0.25
607,196,182,9,751.91,0.22
608,474,468,7,201.1,0.06
609,63,158,1,247.46,0.03
610,845,985,6,319.43,0.02
611,398,849,8,283.19,0.2
612,769,24,4,236.31,0.11
613,12,530,1,580.96,0.24
614,661,601,5,647.14,0.17
615,138,884,3,331.73,0.15
616,213,798,4,212.06,0.28
617,265,494,9,588.32,0.08
618,321,615,4,688.06,0.28
619,318,975,9,261.41,0.12
620,160,404,5,228.96,0.0
621,778,706,9,612.76,0.15
622,293,404,1,451.73,0.05
623,819,119,9,349.12,0.16
624,231,949,8,703.29,0.06
625,925,866,10,750.08,0.29
626,645,869,9,785.41,0.14
627,163,697,9,881.92,0.22
628,869,831,8,495.78,0.06
629,966,660,8,203.03,0.01
630,435,565,2,789.47,0.0
631,851,130,1,823.48,0.17
632,214,386,7,894.36,0.05
633,808,160,8,218.38,0.01
634,812,575,2,823.31,0.24
635,948,792,5,307.14,0.18
636,78,869,3,287.41,0.04
637,808,889,5,746.87,0.27
638,150,734,3,924.41,0.22
639,488,109,9,817.67,0.29
640,749,13,10,323.23,0.03
641,779,927,8,112.91,0.21
642,224,925,9,736.44,0.08
643,663,799,8,891.62,0.06
644,647,880,6,592.15,0.12
645,259,819,6,442.25,0.29
646,620,602,2,715.76,0.14
647,698,373,4,191.34,0.14
648,15,842,4,239.54,0.15
649,663,326,4,341.73,0.11
650,480,412,9,111.63,0.04
651,107,208,8,87.78,0.26
652,344,556,4,429.67,0.02
653,648,182,9,705.11,0.2
654,618,229,7,174.81,0.17
655,453,474,2,623.23,0.25
656,87,441,4,138.47,0.19
657,934,295,9,619.54,0.28
658,683,863,3,691.62,0.05
659,595,297,8,544.12,0.16
660,732,88,2,617.76,0.28
661,8,104,8,332.78,0.04
662,517,431,1,662.3,0.23
663,113,409,5,898.84,0.16
664,622,898,5,519.78,0.2
665,614,87,5,102.39,0.24
666,361,344,6,98.51,0.18
667,808,24,10,688.92,0.02
668,257,656,3,559.93,0.24
669,82,256,6,10.67,0.17
670,89,526,10,385.5,0.01
671,850,386,5,734.08,0.06
672,398,640,1,176.37,0.16
673,742,852,6,700.22,0.13
674,185,310,10,800.74,0.29
675,924,186,3,230.24,0.15
676,551,42,2,650.39,0.21
677,383,78,10,871.63,0.09
678,130,32,10,48.28,0.03
679,123,429,7,157.76,0.02
680,340,240,10,735.63,0.06
681,986,761,2,683.47,0.19
682,445,298,6,68.93,0.27
683,744,491,1,26.9,0.06
684,646,270,1,236.32,0.04
685,693,96,5,590.42,0.2
686,265,625,5,646.75,0.23
687,876,319,7,192.72,0.17
688,261,267,1,152.8,0.19
689,276,171,5,725.94,0.22
690,890,368,4,898.93,0.05
691,320,980,2,839.3,0.2
692,762,951,2,647.31,0.13
693,547,336,4,489.09,0.07
694,626,281,8,180.7,0.17
695,785,61,6,503.65,0.13
696,112,174,7,951.97,0.1
697,439,299,9,924.33,0.22
698,607,901,2,571.02,0.22
699,341,53,3,770.2,0.19
700,149,54,6,823.59,0.17
701,413,4,10,620.18,0.0
702,150,42,6,656.72,0.07
703,441,621,7,916.88,0.2
704,251,391,6,782.96,0.07
705,488,318,5,932.52,0.06
706,926,647,9,908.43,0.03
707,338,312,5,507.78,0.13
708,930,221,7,880.29,0.01
709,269,300,5,352.19,0.03
710,175,454,2,406.82,0.19
711,781,988,9,845.62,0.08
712,173,507,8,860.33,0.21
713,875,336,4,286.29,0.07
714,570,606,4,858.53,0.18
715,338,180,6,732.27,0.24
716,700,237,1,210.64,0.23
717,499,826,5,572.87,0.24
718,390,796,8,939.64,0.01
719,750,648,2,297.77,0.18
720,239,938,1,341.33,0.08
721,835,962,10,350.03,0.12
722,167,57,2,905.32,0.05
723,813,293,5,306.8,0.02
724,217,520,9,477.63,0.24
725,552,206,5,306.04,0.04
726,771,917,7,784.85,0.14
727,387,952,1,49.34,0.12
728,713,358,9,961.12,0.17
729,796,230,7,477.67,0.1
730,547,285,7,506.28,0.05
731,550,396,10,371.05,0.06
732,945,432,4,640.08,0.02
733,971,514,1,737.82,0.15
734,842,548,7,302.6,0.1
735,385,438,10,616.41,0.09
736,109,622,3,454.3,0.26
737,316,930,8,324.62,0.04
738,149,995,3,653.12,0.03
739,382,764,4,135.59,0.13
740,642,604,2,54.78,0.07
741,272,434,9,701.24,0.01
742,565,126,6,860.51,0.26
743,252,419,2,972.22,0.04
744,669,404,2,224.33,0.15
745,418,83,9,431.71,0.0
746,718,312,6,154.05,0.29
747,157,464,4,385.21,0.05
748,458,278,4,504.75,0.1
749,392,834,7,913.71,0.01
750,966,306,5,241.91,0.07
751,185,721,10,428.84,0.07
752,620,676,5,305.38,0.23
753,713,484,10,203.49,0.28
754,960,527,9,892.95,0.23
755,373,552,7,962.37,0.29
756,347,241,5,925.8,0.25
757,35,721,7,725.73,0.23
758,684,425,2,14.14,0.13
759,768,345,10,158.62,0.02
760,568,442,1,713.69,0.01
761,677,552,3,184.98,0.11
762,182,788,2,823.71,0.16
763,236,858,3,780.45,0.1
764,205,357,9,833.52,0.01
765,193,874,4,479.85,0.18
766,467,372,10,628.19,0.15
767,209,701,4,560.75,0.25
768,296,265,6,294.2,0.16
769,354,344,10,928.6,0.13
770,400,281,8,298.43,0.2
771,253,487,3,774.56,0.1
772,119,957,1,299.16,0.11
773,721,541,5,24.51,0.19
774,452,528,3,927.92,0.27
775,542,31,3,967.64,0.28
776,684,545,9,282.53,0.07
777,719,961,4,285.97,0.23
778,928,759,3,339.42,0.25
779,569,190,4,195.64,0.08
780,349,397,1,693.05,0.21
781,153,55,7,178.34,0.13
782,192,523,10,51.04,0.2
783,692,459,5,52.8,0.12
784,72,108,9,917.56,0.05
785,729,929,7,61.35,0.05
786,951,270,7,139.12,0.01
787,421,74,8,555.83,0.2
788,145,268,7,117.24,0.15
789,263,995,5,206.29,0.28
790,438,207,1,139.1,0.29
791,852,923,3,13.23,0.28
792,926,534,10,995.29,0.26
793,798,5,10,893.22,0.13
794,391,170,8,690.58,0.17
795,228,891,1,487.12,0.11
796,67,909,7,679.01,0.09
797,32,158,6,624.28,0.25
798,715,418,2,119.0,0.04
799,985,898,5,166.19,0.03
800,844,960,1,324.92,0.22
801,920,160,4,930.93,0.28
802,530,981,9,785.28,0.17
803,802,450,10,767.26,0.13
804,330,515,7,17.03,0.18
805,150,24,5,53.88,0.02
806,714,20,2,643.27,0.07
807,662,760,4,615.9,0.29
808,569,307,9,463.09,0.02
809,503,876,7,513.17,0.26
810,141,294,10,793.7,0.19
811,960,520,5,779.55,0.28
812,70,862,8,497.1,0.09
813,991,12,8,904.84,0.14
814,344,283,3,71.81,0.23
815,759,535,8,371.94,0.07
816,107,338,3,58.87,0.21
817,740,14,5,806.13,0.05
818,975,808,4,798.87,0.19
819,154,811,2,117.74,0.18
820,812,127,2,319.89,0.11
821,539,737,9,785.96,0.03
822,347,435,3,235.14,0.21
823,878,42,6,544.78,0.16
824,580,820,1,28.45,0.22
825,317,636,8,435.67,0.28
826,112,157,6,459.68,0.15
827,837,146,10,680.59,0.29
828,561,459,3,664.75,0.22
829,560,340,7,320.56,0.07
830,467,260,7,708.36,0.16
831,449,144,10,637.75,0.2
832,238,199,6,767.38,0.29
833,60,473,8,778.74,0.1
834,928,628,9,122.03,0.01
835,452,879,1,620.38,0.29
836,350,911,7,618.14,0.11
837,726,585,1,962.4,0.29
838,803,70,5,389.64,0.03
839,243,566,9,239.84,0.29
840,501,407,5,615.76,0.26
841,932,474,8,63.34,0.26
842,933,554,6,651.73,0.19
843,741,683,6,700.0,0.07
844,322,235,5,145.22,0.01
845,239,333,9,884.11,0.04
846,402,776,4,475.57,0.26
847,630,929,2,76.0,0.13
848,527,140,7,236.99,0.02
849,281,153,10,112.4,0.29
850,113,740,10,843.02,0.25
851,697,504,9,36.68,0.03
852,804,973,2,42.78,0.2
853,508,940,10,388.88,0.18
854,197,71,3,769.58,0.14
855,37,127,10,297.78,0.02
856,967,984,10,957.98,0.09
857,558,524,3,245.63,0.0
858,122,368,8,460.04,0.04
859,830,391,9,824.28,0.14
860,54,642,8,196.17,0.22
861,824,388,4,471.01,0.09
862,727,806,10,663.64,0.15
863,128,871,4,694.11,0.08
864,703,306,9,235.34,0.15
865,953,730,5,286.54,0.3
866,171,195,6,506.28,0.24
867,717,8,9,602.48,0.17
868,876,153,2,417.79,0.06
869,983,158,4,124.8,0.14
870,199,782,7,14.23,0.2
871,598,979,4,428.77,0.17
